Sequence Name	Name	Type	Minimum	Maximum	Length	Direction
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	102965	103483	519	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	phage tail protein E, partial CDS	CDS	102633	102908	276	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	102633	102908	276	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	purK CDS	CDS	102207	103274	1068	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	purK gene	gene	102207	103274	1068	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	mlc CDS	CDS	101776	102996	1221	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	mlc gene	gene	101776	102996	1221	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	competence/damage-inducible protein A CDS	CDS	101516	102718	1203	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	101516	102718	1203	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	transcriptional regulator CDS	CDS	101213	101704	492	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	101213	101704	492	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	arcC CDS	CDS	101177	102070	894	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	arcC gene	gene	101177	102070	894	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	hypothetical protein CDS	CDS	100961	101092	132	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	100961	101092	132	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	LysR family transcriptional regulator CDS	CDS	100748	101641	894	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	100748	101641	894	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	IclR family transcriptional regulator CDS	CDS	100514	101296	783	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	100514	101296	783	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	hypothetical protein CDS	CDS	100365	101180	816	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	gene	gene	100365	101180	816	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	LuxR family transcriptional regulator CDS	CDS	100247	100879	633	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	100247	100879	633	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	phage tail tape measure protein CDS	CDS	100041	102488	2448	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	100041	102488	2448	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	tail assembly protein CDS	CDS	99547	100026	480	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	99547	100026	480	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	ynfM CDS	CDS	99388	100641	1254	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	ynfM gene	gene	99388	100641	1254	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	L-rhamnonate dehydratase CDS	CDS	99294	100499	1206	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	99294	100499	1206	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	hypothetical protein CDS	CDS	99095	100354	1260	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	gene	gene	99095	100354	1260	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	acid-shock protein CDS	CDS	98656	98964	309	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	98656	98964	309	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	transporter CDS	CDS	98558	99787	1230	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	98558	99787	1230	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	putative bacteriophage late protein regulator CDS	CDS	98384	99547	1164	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	98384	99547	1164	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	putative positive regulator of late gene transcription CDS	CDS	98084	98302	219	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	98084	98302	219	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	MFS transporter CDS	CDS	97948	99237	1290	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	97948	99237	1290	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	ydgD CDS	CDS	97559	98380	822	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	ydgD gene	gene	97559	98380	822	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	glutamate racemase CDS	CDS	97517	98374	858	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	97517	98374	858	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	fdrA CDS	CDS	97418	99085	1668	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	fdrA gene	gene	97418	99085	1668	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	mdtI CDS	CDS	97191	97520	330	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	mdtI gene	gene	97191	97520	330	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	rhmA CDS	CDS	97127	97930	804	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	rhmA gene	gene	97127	97930	804	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	atoB 2 CDS	CDS	97122	98303	1182	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	atoB 2 gene	gene	97122	98303	1182	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	mdtJ CDS	CDS	96839	97204	366	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	mdtJ gene	gene	96839	97204	366	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	transposase CDS	CDS	96184	97086	903	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	96184	97086	903	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	ureidoglycolate dehydrogenase (NAD(+)) CDS	CDS	96052	97101	1050	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	gene	gene	96052	97101	1050	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	5-keto-4-deoxyuronate isomerase CDS	CDS	95999	96835	837	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	95999	96835	837	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	btuB CDS	CDS	95728	97572	1845	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	btuB gene	gene	95728	97572	1845	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	pflD 1 CDS	CDS	95483	97765	2283	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	pflD 1 gene	gene	95483	97765	2283	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	tqsA CDS	CDS	95414	96427	1014	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	tqsA gene	gene	95414	96427	1014	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	kduD CDS	CDS	95208	95969	762	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	kduD gene	gene	95208	95969	762	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpC CDS	CDS	94801	95991	1191	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpC gene	gene	94801	95991	1191	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	allC CDS	CDS	94795	96030	1236	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	allC gene	gene	94795	96030	1236	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	focA CDS	CDS	94571	95428	858	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	focA gene	gene	94571	95428	858	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	trmA CDS	CDS	94259	95359	1101	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	trmA gene	gene	94259	95359	1101	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	ylbA CDS	CDS	93999	94784	786	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	ylbA gene	gene	93999	94784	786	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	pntB CDS	CDS	93982	95370	1389	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	pntB gene	gene	93982	95370	1389	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	membrane protein CDS	CDS	93860	94219	360	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	93860	94219	360	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpB CDS	CDS	93545	94804	1260	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpB gene	gene	93545	94804	1260	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	araE CDS	CDS	93475	94893	1419	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	araE gene	gene	93475	94893	1419	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	DNA-binding transcriptional regulator FabR CDS	CDS	93156	93860	705	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	93156	93860	705	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	racD CDS	CDS	92654	93346	693	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	racD gene	gene	92654	93346	693	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	glxK 1 CDS	CDS	92626	93771	1146	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	glxK 1 gene	gene	92626	93771	1146	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	NAD(P) transhydrogenase subunit alpha CDS	CDS	92439	93971	1533	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	92439	93971	1533	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	ycaO CDS	CDS	92404	94164	1761	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	ycaO gene	gene	92404	94164	1761	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpA 1 CDS	CDS	91927	93555	1629	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpA 1 gene	gene	91927	93555	1629	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	LysR family transcriptional regulator CDS	CDS	91732	92667	936	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	91732	92667	936	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	hypothetical protein CDS	CDS	91582	92274	693	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	91582	92274	693	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	sthA CDS	CDS	91479	92879	1401	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	sthA gene	gene	91479	92879	1401	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	uracil/xanthine transporter CDS	CDS	91303	92604	1302	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	gene	gene	91303	92604	1302	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	protein ydgH CDS	CDS	90971	91915	945	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	90971	91915	945	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	oxyR CDS	CDS	90579	91496	918	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	oxyR gene	gene	90579	91496	918	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	lysA CDS	CDS	90348	91610	1263	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	lysA gene	gene	90348	91610	1263	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpT CDS	CDS	90296	91654	1359	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glpT gene	gene	90296	91654	1359	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	3-phosphoserine/phosphohydroxythreonine aminotransferase CDS	CDS	90295	91383	1089	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	90295	91383	1089	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	allB CDS	CDS	89885	91246	1362	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	allB gene	gene	89885	91246	1362	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	arcD CDS	CDS	89403	90785	1383	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	arcD gene	gene	89403	90785	1383	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	lacI 1 CDS	CDS	89310	90341	1032	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	lacI 1 gene	gene	89310	90341	1032	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	glycerophosphoryl diester phosphodiesterase CDS	CDS	89215	90291	1077	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	89215	90291	1077	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	transcriptional regulator CDS	CDS	88967	89173	207	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	88967	89173	207	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	aroA CDS	CDS	88941	90224	1284	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	aroA gene	gene	88941	90224	1284	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	argH CDS	CDS	88939	90312	1374	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	argH gene	gene	88939	90312	1374	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	folM CDS	CDS	88644	89366	723	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	folM gene	gene	88644	89366	723	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	allP CDS	CDS	88370	89824	1455	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	allP gene	gene	88370	89824	1455	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	membrane protein CDS	CDS	88312	88647	336	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	88312	88647	336	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	protein InaA CDS	CDS	88102	88752	651	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	gene	gene	88102	88752	651	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	acetylglutamate kinase CDS	CDS	88102	88878	777	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	88102	88878	777	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	metalloprotease CDS	CDS	88008	88772	765	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	88008	88772	765	reverse
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	yfaE CDS	CDS	87794	88048	255	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	yfaE gene	gene	87794	88048	255	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	rstA CDS	CDS	87464	88183	720	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	rstA gene	gene	87464	88183	720	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	garR 1 CDS	CDS	87322	88200	879	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	garR 1 gene	gene	87322	88200	879	forward
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	cytochrome c CDS	CDS	87257	88225	969	reverse
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	gene	gene	87257	88225	969	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	cmk CDS	CDS	87152	87835	684	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	cmk gene	gene	87152	87835	684	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	N-acetyl-gamma-glutamyl-phosphate reductase CDS	CDS	87090	88094	1005	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	87090	88094	1005	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	nrdB CDS	CDS	86664	87794	1131	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	nrdB gene	gene	86664	87794	1131	forward
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	transcriptional regulator CDS	CDS	86629	87573	945	reverse
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	gene	gene	86629	87573	945	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	aas CDS	CDS	86566	88725	2160	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	aas gene	gene	86566	88725	2160	reverse
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	hydroxypyruvate isomerase CDS	CDS	86446	87222	777	forward
ESC_JB6292AA_AS_NODE_3_length_108688_cov_15.046210	gene	gene	86446	87222	777	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	rstB CDS	CDS	86159	87460	1302	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	rstB gene	gene	86159	87460	1302	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	argE CDS	CDS	85785	86936	1152	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	argE gene	gene	85785	86936	1152	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	lysophospholipid transporter LplT CDS	CDS	85380	86573	1194	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	gene	gene	85380	86573	1194	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	rpsA CDS	CDS	85368	87041	1674	reverse
